Autor del libro|título del libro|link para descarga
Julio Verne|Cinco semanas en globo|https://drive.google.com/file/d/0B_yJXv2pEPBwN3dsd0sxQWJhSVU/view?usp=drivesdk&resourcekey=0-DB6oUIH8gCr058MKGx9iMg
Julio Verne|Castillo De Los Carpatos|https://drive.google.com/file/d/0B_yJXv2pEPBwUndLZmNRa3NyRjg/view?usp=drivesdk&resourcekey=0-yMkEJaO2Uhr1_YaRXGsFdw
Julio Verne|Aventuras de tres rusos y tres ingleses en el Africa Austral|https://drive.google.com/file/d/0B_yJXv2pEPBwODFvQ0hBcEY3T0k/view?usp=drivesdk&resourcekey=0-hq2jenSC4EmxH2vX-pCUlQ
Julio Verne|Ante la bandera|https://drive.google.com/file/d/0B_yJXv2pEPBwRktiTGdwVlRrblE/view?usp=drivesdk&resourcekey=0-4hLn2qFOLTfYxAbTAhngJg
Julio Verne|Amotinados de la Bounty|https://drive.google.com/file/d/0B_yJXv2pEPBwZmlQNWlDc0U1ZDA/view?usp=drivesdk&resourcekey=0-Rc5gretws8Y61iCRYMxjsA
José Luis Velarde|La Sombra Descendio Desde Lo Mas Alto|https://drive.google.com/file/d/0B_yJXv2pEPBwUXpQMzQwTU45Sk0/view?usp=drivesdk&resourcekey=0-zfgeoGCIIZds2GdTRUyamg
Alberto Vásquez Figueroa|Yaiza|https://drive.google.com/file/d/0B_yJXv2pEPBwczNoUjZJcDdqdEE/view?usp=drivesdk&resourcekey=0-dwTWoxhKGe_dXGo5gOLrTg
Alberto Vásquez Figueroa|Utero Siete Poemas De Amor|https://drive.google.com/file/d/0B_yJXv2pEPBweEJTU1JUM0V2YW8/view?usp=drivesdk&resourcekey=0-4OAEzEQSNXD_Kw0cfGxwmw
Alberto Vásquez Figueroa|Un Mundo Mejor|https://drive.google.com/file/d/0B_yJXv2pEPBwX2RiNTU3SUV3U00/view?usp=drivesdk&resourcekey=0-qEzzNQ0tccV2p67RkjwOOA
Alberto Vásquez Figueroa|Tuareg|https://drive.google.com/file/d/0B_yJXv2pEPBwMFBON00ycFlWQUk/view?usp=drivesdk&resourcekey=0-V_c2EAm0XJh8ivNktz6gJA
Alberto Vásquez Figueroa|Todos Somos Culpables|https://drive.google.com/file/d/0B_yJXv2pEPBwRmFSbG45bEhhZlE/view?usp=drivesdk&resourcekey=0-HThNx_Kaj4Z-BKxNeJUA4A
Alberto Vásquez Figueroa|Tierra Virgen|https://drive.google.com/file/d/0B_yJXv2pEPBwSnBicDZfWHkwTVk/view?usp=drivesdk&resourcekey=0-inJSu0H39EKWHsSBbpvzyg
Alberto Vásquez Figueroa|Tiempo de Conquistadores|https://drive.google.com/file/d/0B_yJXv2pEPBwdklOcS1tWERER28/view?usp=drivesdk&resourcekey=0-ozfSSwsLT0EXqL1Dqh5lwg
Alberto Vásquez Figueroa|Sultana Roja|https://drive.google.com/file/d/0B_yJXv2pEPBwaUwyb2QyTFJCWFE/view?usp=drivesdk&resourcekey=0-vF38GozKm9CiMnGnuF6Fbg
Alberto Vásquez Figueroa|Sicario|https://drive.google.com/file/d/0B_yJXv2pEPBwVWlKZW1kLVJqNnM/view?usp=drivesdk&resourcekey=0-PaxDPPVegzf5_1QFSV4SGQ
Alberto Vásquez Figueroa|Piratas|https://drive.google.com/file/d/0B_yJXv2pEPBwN3VoTWJMLUhuc1k/view?usp=drivesdk&resourcekey=0-AGMV79u8vSHCLAtBBD0j7A
Alberto Vásquez Figueroa|Palmira|https://drive.google.com/file/d/0B_yJXv2pEPBwYVRaUlhmZlNmc2M/view?usp=drivesdk&resourcekey=0-YWIMw4_VPSoRaU4-XPObeA
Alberto Vásquez Figueroa|Oceano|https://drive.google.com/file/d/0B_yJXv2pEPBwMmtGOUdHcE5qWVk/view?usp=drivesdk&resourcekey=0-1gTooUpwRG4Qov8lTF0onA
Alberto Vásquez Figueroa|Morir En Sudafrica|https://drive.google.com/file/d/0B_yJXv2pEPBwU1NVQ1ZQdEx5Rmc/view?usp=drivesdk&resourcekey=0-vTGxzjEYiuKdTN06guwg0Q
Alberto Vásquez Figueroa|Matar A Gadafi|https://drive.google.com/file/d/0B_yJXv2pEPBwZ1lmODFLUDlUVWc/view?usp=drivesdk&resourcekey=0-KZE_iq_KLL1gV4UXiTtQDw
Alberto Vásquez Figueroa|Marfil|https://drive.google.com/file/d/0B_yJXv2pEPBwQzNCRlNvSDN2RHc/view?usp=drivesdk&resourcekey=0-_uKOsuBHdEjMnJaeB1uYXg
Alberto Vásquez Figueroa|Maremagnum|https://drive.google.com/file/d/0B_yJXv2pEPBwSWVyU3RYSHpMb1E/view?usp=drivesdk&resourcekey=0-ztgND-Ggxv1CkRh-COGYsg
Alberto Vásquez Figueroa|Manaos|https://drive.google.com/file/d/0B_yJXv2pEPBwRDNsb0owX2RKNjQ/view?usp=drivesdk&resourcekey=0-5vcSsNByiooKOeBmFaDqLQ
Alberto Vásquez Figueroa|La Vida Automatica|https://drive.google.com/file/d/0B_yJXv2pEPBwWDA2dHhiY01RSk0/view?usp=drivesdk&resourcekey=0-U8LHS663rtnIMToSKSkVkQ
Alberto Vásquez Figueroa|La Ordalia Del Veneno|https://drive.google.com/file/d/0B_yJXv2pEPBwelM4eVNCU3BkdHM/view?usp=drivesdk&resourcekey=0-qYAlFg9w0f2NtGkw6vMpcA
Alberto Vásquez Figueroa|Fuerteventura|https://drive.google.com/file/d/0B_yJXv2pEPBwUjhBbG5vWHdRcEE/view?usp=drivesdk&resourcekey=0-OOQfcIh7MNYXuSEj9H2HmA
Alberto Vásquez Figueroa|El señor de las tinieblas|https://drive.google.com/file/d/0B_yJXv2pEPBwOVp0N2JmR1VKVjg/view?usp=drivesdk&resourcekey=0-GNT4f3Fbzc8lzAK3T1N7lA
Alberto Vásquez Figueroa|El Leon Invisible|https://drive.google.com/file/d/0B_yJXv2pEPBwQU14a3JWTzV1Rk0/view?usp=drivesdk&resourcekey=0-S7tp4emYyWYwFn0Z7QJNxg
Alberto Vásquez Figueroa|Ebano|https://drive.google.com/file/d/0B_yJXv2pEPBwUFlXLXJPUm9QR0E/view?usp=drivesdk&resourcekey=0-9SEcUkPR-96IEqXeOqlvng
Alberto Vásquez Figueroa|Delfines|https://drive.google.com/file/d/0B_yJXv2pEPBwUkVYNDlQUWxvc0k/view?usp=drivesdk&resourcekey=0-v27vwuk_Lp374_HOxxrqPQ
Alberto Vásquez Figueroa|Cienfuegos6 _ Xaragua|https://drive.google.com/file/d/0B_yJXv2pEPBwUFRZTTJYNHl1dmM/view?usp=drivesdk&resourcekey=0-JcFKUrWdqL51lux7KrcU6A
Alberto Vásquez Figueroa|Cienfuegos5 _ Brazofuerte|https://drive.google.com/file/d/0B_yJXv2pEPBwSnllWW5meTFxT1E/view?usp=drivesdk&resourcekey=0-fL4oh5R6LX8mfCrqIoyDig
Alberto Vásquez Figueroa|Cienfuegos4 _ Montenegro|https://drive.google.com/file/d/0B_yJXv2pEPBwZTc5RGRxSlFKMWc/view?usp=drivesdk&resourcekey=0-f-5pyTpxuJO4mxn1HrVz3g
Alberto Vásquez Figueroa|Cienfuegos3 _ Azabache|https://drive.google.com/file/d/0B_yJXv2pEPBwUFJwXzEyWWJYdFk/view?usp=drivesdk&resourcekey=0-SJFT7ZDtQEW4ggzORp-uxA
Alberto Vásquez Figueroa|Cienfuegos2 _ Caribes|https://drive.google.com/file/d/0B_yJXv2pEPBwLXoySE15Rk5kaWs/view?usp=drivesdk&resourcekey=0-Ngf8pDkkUBQ8QdJARGodEA
Alberto Vásquez Figueroa|Cienfuegos1|https://drive.google.com/file/d/0B_yJXv2pEPBwdGdHOU4yVmRVNmM/view?usp=drivesdk&resourcekey=0-QnLyqoTbiuixl6uDCqGshQ
Alberto Vásquez Figueroa|Bora Bora|https://drive.google.com/file/d/0B_yJXv2pEPBwQXpDVHliNUZEMjQ/view?usp=drivesdk&resourcekey=0-f_1lDmsU68jODClTnAHJCA
Alberto Vásquez Figueroa|Bajo Siete Mares|https://drive.google.com/file/d/0B_yJXv2pEPBwbUNwTjNKd2JyREE/view?usp=drivesdk&resourcekey=0-ACxlrPDO1wcpxYy1R8JZqw
Alberto Vásquez Figueroa|Arena Y Viento|https://drive.google.com/file/d/0B_yJXv2pEPBwQkd0emlGRFhUN3M/view?usp=drivesdk&resourcekey=0-7V4A2yCgWK5uppf7srw0dg
Alberto Vásquez Figueroa|Anaconda|https://drive.google.com/file/d/0B_yJXv2pEPBwMmo1RDNIU3VSQkU/view?usp=drivesdk&resourcekey=0-2wwGinZcKpFSmnLCm6zCpQ
Alberto Vásquez Figueroa|Ali En El Pais De Las Maravillas|https://drive.google.com/file/d/0B_yJXv2pEPBwT2hzSGtVMGlReUE/view?usp=drivesdk&resourcekey=0-tSpxZTMkAFanSJiuAqjcxA
Alberto Vásquez Figueroa|Africa Llora|https://drive.google.com/file/d/0B_yJXv2pEPBwVWYzanFfb3RoQnM/view?usp=drivesdk&resourcekey=0-0IKsVYpQy2D9ZmNfzE-t_w
Florencio Varela|El Coronel Don Jose de Olavarria|https://drive.google.com/file/d/0B_yJXv2pEPBwbDdtR25lTW05NWc/view?usp=drivesdk&resourcekey=0-xDh4mPDDAkDwScrsTTUy6g
Lope de Vega|Novelas A Marcia Leonarda|https://drive.google.com/file/d/0B_yJXv2pEPBwdjZGYXJkaFI3VkE/view?usp=drivesdk&resourcekey=0-rpDcHJtkOUrZvHUBvAu_cQ
Lope de Vega|Los Cinco Misterios De La Pasion|https://drive.google.com/file/d/0B_yJXv2pEPBwUmFMQWpSX2VzVzQ/view?usp=drivesdk&resourcekey=0-vE1S1xbULzRSxIKGEHOaLw
Lope de Vega|Las Famosas Asturianas|https://drive.google.com/file/d/0B_yJXv2pEPBwZ2h4QW1wMGNZWms/view?usp=drivesdk&resourcekey=0-hBDJk-iG9AgpN1lWpNnw2g
Lope de Vega|Las Cortes De La Muerte|https://drive.google.com/file/d/0B_yJXv2pEPBwclBlaUtmVEpkYzA/view?usp=drivesdk&resourcekey=0-jhT25CncaXzgVZ5td3If4Q
Lope de Vega|La Grandeza De Alejandro|https://drive.google.com/file/d/0B_yJXv2pEPBwUXlOSVlxRHBpN1k/view?usp=drivesdk&resourcekey=0-lY1oz25Mxw8AiDGIPhMFiw
Lope de Vega|La Fianza Satisfecha|https://drive.google.com/file/d/0B_yJXv2pEPBwUzFsbVpreTJnTmc/view?usp=drivesdk&resourcekey=0-ysf6n-tLsx1KWzCt53uoTA
Lope de Vega|La Devocion Del Rosario|https://drive.google.com/file/d/0B_yJXv2pEPBwMFJCanQ2eEViMWc/view?usp=drivesdk&resourcekey=0-Vo-PDylfH7De2gkS-Eg4DA
Lope de Vega|La Dama Boba|https://drive.google.com/file/d/0B_yJXv2pEPBwdXZNXzNvNGt0aG8/view?usp=drivesdk&resourcekey=0-HUvoLIy8nfspurLBLFyyRw
Lope de Vega|La Buena Guarda|https://drive.google.com/file/d/0B_yJXv2pEPBwb01IZkhzWE0ydG8/view?usp=drivesdk&resourcekey=0-BCVjv1beDId3n7aG6h1_bg
Lope de Vega|La Bella Aurora|https://drive.google.com/file/d/0B_yJXv2pEPBwdk5ZUWxOZmNHdjA/view?usp=drivesdk&resourcekey=0-tpLT5qo8CNaGkqg-xd1lew
Lope de Vega|Fuenteovejuna|https://drive.google.com/file/d/0B_yJXv2pEPBwSTFScVFaU2loN0U/view?usp=drivesdk&resourcekey=0-xBWSDv0WpEKVicHVFD0a3w
Lope de Vega|En Anzuelo De Fenisa|https://drive.google.com/file/d/0B_yJXv2pEPBwMEJScWJBZ0J1WkE/view?usp=drivesdk&resourcekey=0-6lrCSszqmTFwRRx9ejMIiw
Lope de Vega|El Verdadero amante|https://drive.google.com/file/d/0B_yJXv2pEPBwOGtidTV1Uzc5NWM/view?usp=drivesdk&resourcekey=0-ZY-U1QXYVcd8v5FuOlgYHA
Lope de Vega|El perro del hortelano|https://drive.google.com/file/d/0B_yJXv2pEPBwV1BMNE5pcVpNWlU/view?usp=drivesdk&resourcekey=0-xXMfD8kqTsMjdNaJYNp1Vg
Lope de Vega|El Castigo sin venganza|https://drive.google.com/file/d/0B_yJXv2pEPBwQkJtbVVpREZ3UE0/view?usp=drivesdk&resourcekey=0-Sdt4FlZsXf4ZYNMbacBHpA
Lope de Vega|El Caballero De Olmedo|https://drive.google.com/file/d/0B_yJXv2pEPBwck1KMURtODg1M0k/view?usp=drivesdk&resourcekey=0-br8daEfLbDH_vIN_B2Rlnw
Lope de Vega|El Arte Nuevo De Hacer Comedias|https://drive.google.com/file/d/0B_yJXv2pEPBwWWxuYndLTWpfdGc/view?usp=drivesdk&resourcekey=0-rXUUrFL9vvKAYCrpCATNxw
Lope de Vega|El Antecristo|https://drive.google.com/file/d/0B_yJXv2pEPBwNDJtcUkwTUoyR3M/view?usp=drivesdk&resourcekey=0-oyguYYakxD5d3GYu500lPg
Lope de Vega|El Amor enamorado|https://drive.google.com/file/d/0B_yJXv2pEPBwQXN1dEQwdVJCd3M/view?usp=drivesdk&resourcekey=0-NJtyHI8BTQvyeIaTT0fnlQ
Lope de Vega|Del pan y del Palo|https://drive.google.com/file/d/0B_yJXv2pEPBwUmVmekt5dDV2SDA/view?usp=drivesdk&resourcekey=0-EciTxDsAx57eZeTEeC0YKw
Lope de Vega|De los cantares|https://drive.google.com/file/d/0B_yJXv2pEPBwN1VFT204Wm9KMjQ/view?usp=drivesdk&resourcekey=0-8fFbrLrdbzOSD01SxXG44g
Lope de Vega|David perseguido y montes de Gelboe|https://drive.google.com/file/d/0B_yJXv2pEPBwRFh3aHIxVGZobE0/view?usp=drivesdk&resourcekey=0-YZ50eo57ASJXPU-nAriksw
Lope de Vega|Contra Valor No Hay Desdicha|https://drive.google.com/file/d/0B_yJXv2pEPBweHdLOFM0dzFDWTA/view?usp=drivesdk&resourcekey=0-F7DtY9AUng5BNZY2FdAzdQ
Lope de Vega|Caballero de Olmedo|https://drive.google.com/file/d/0B_yJXv2pEPBwckNLNGZJN2J4bm8/view?usp=drivesdk&resourcekey=0-yDfDhrtT4BBiDBeFovO2dg
Lope de Vega|Ay Verdades Que En Amor|https://drive.google.com/file/d/0B_yJXv2pEPBwaV9HdXlobEY5aVE/view?usp=drivesdk&resourcekey=0-Y_IDstz0F8m-yF-MVd8fLA
Lope de Vega|Antologia poetica|https://drive.google.com/file/d/0B_yJXv2pEPBwVFVSdE55Mjd1YW8/view?usp=drivesdk&resourcekey=0-P2gd7VeMoUqhqvgJpbWjQg
Henry R, Van Til|El Concepto Calvinista De La Cultura|https://drive.google.com/file/d/0B_yJXv2pEPBwNVM4akFBcVVQLUE/view?usp=drivesdk&resourcekey=0-VGCj0CjxwAqKzYJY3dvciw
Cesar Vallejo|Mas Alla De La Vida Y La Muerte|https://drive.google.com/file/d/0B_yJXv2pEPBwWElqLW44QWh1LWM/view?usp=drivesdk&resourcekey=0-ogZn2dftDie9KQ11Dg7Nbg
Cesar Vallejo|El romanticismo en la poesia castellana|https://drive.google.com/file/d/0B_yJXv2pEPBwQ1RTdEJDYVZ0ZWM/view?usp=drivesdk&resourcekey=0-uuy9GTA1niQZ-CMPWV0cYg
Cesar Vallejo|Poesia completa|https://drive.google.com/file/d/0B_yJXv2pEPBwSThiRWtya0Qwdjg/view?usp=drivesdk&resourcekey=0-f9CdEX-_aSvqaqCnYw8oiw
Xavier Velasco|Diablo Guardian|https://drive.google.com/file/d/0B_yJXv2pEPBwbzgzU2Z2R0h3U0E/view?usp=drivesdk&resourcekey=0-3GHAx2SCYwTnU0NR3gkEIQ
Juan Valera|Teatro|https://drive.google.com/file/d/0B_yJXv2pEPBwZU5lYUNQZno5TGs/view?usp=drivesdk&resourcekey=0-q0aGcuZlRnz3GpIUIhskmQ
Juan Valera|Quien No Te Conozca Que Te Compre|https://drive.google.com/file/d/0B_yJXv2pEPBwQVJrbEZFNURBUzQ/view?usp=drivesdk&resourcekey=0-UXSh_TXbZ_WDGBIKwJHunA
Juan Valera|Pepita Jimenez|https://drive.google.com/file/d/0B_yJXv2pEPBweW1XQ2h1VGZuczg/view?usp=drivesdk&resourcekey=0-APVQUkrOZNmfTapd3bXULw
Juan Valera|Parsondes|https://drive.google.com/file/d/0B_yJXv2pEPBwV1RPYmlGeHRxaTA/view?usp=drivesdk&resourcekey=0-fTp-Bw1W_3WO1OVqf9vViw
Juan Valera|Morsamor|https://drive.google.com/file/d/0B_yJXv2pEPBwXzFVSEVVR0FxcFE/view?usp=drivesdk&resourcekey=0-8-pA67qxebRVjStPsPthog
Juan Valera|Milagro De La Dialectica|https://drive.google.com/file/d/0B_yJXv2pEPBwV2o2Z2x5Z0JQYlU/view?usp=drivesdk&resourcekey=0-fc7dpBBKH3IOGycx3MYuow
Juan Valera|Mariquita Y Antonio|https://drive.google.com/file/d/0B_yJXv2pEPBwNldsUFIzbVZCUzQ/view?usp=drivesdk&resourcekey=0-Rrm99UbEXwJ444nMbwKfYg
Juan Valera|Los Santos De Francia|https://drive.google.com/file/d/0B_yJXv2pEPBwNlhTZ292VE5oSWc/view?usp=drivesdk&resourcekey=0--gtHGTQ9uPhXnAKRWQzQfw
Juan Valera|Los Emigrantes|https://drive.google.com/file/d/0B_yJXv2pEPBwaElGMnNUZ2dDOTQ/view?usp=drivesdk&resourcekey=0-4no9PAIUCj4n6ZYf8pMQ6w
Juan Valera|Los Cordobeses En Creta|https://drive.google.com/file/d/0B_yJXv2pEPBwTjNQWlhXUHljN3M/view?usp=drivesdk&resourcekey=0-ODUvbX102iOjfkA-74Mikw
Juan Valera|Leyendas Del Antiguo Oriente|https://drive.google.com/file/d/0B_yJXv2pEPBwTkttTzBocWsyMjA/view?usp=drivesdk&resourcekey=0-ONh652eFrJuIkTNdZtnRtg
Juan Valera|Las Gafas|https://drive.google.com/file/d/0B_yJXv2pEPBwbVVxa05zb090OHc/view?usp=drivesdk&resourcekey=0-5Zm-B3uFCu6cJmpHB_RCcA
Juan Valera|Las Castañas|https://drive.google.com/file/d/0B_yJXv2pEPBwejFDU3dHMEZ5SWc/view?usp=drivesdk&resourcekey=0-0DXH9mJI4fMkHnuAJ7eJSw
Juan Valera|La Muñequita|https://drive.google.com/file/d/0B_yJXv2pEPBwWjZQWUVUNXl1V3c/view?usp=drivesdk&resourcekey=0-UAY1LFHhgk8kdDtUYff7JA
Juan Valera|La Karaba|https://drive.google.com/file/d/0B_yJXv2pEPBwV3dORDZMcXF2VG8/view?usp=drivesdk&resourcekey=0-wdYik9F8JpVwWpSmrXOjwQ
Juan Valera|La Col Y La Calera|https://drive.google.com/file/d/0B_yJXv2pEPBwX293eVY2Rl9PX00/view?usp=drivesdk&resourcekey=0-WW4usy7R_HdArFNIoPsbnw
Juan Valera|La Buena Fama|https://drive.google.com/file/d/0B_yJXv2pEPBwT3Uxd2lsU0RyemM/view?usp=drivesdk&resourcekey=0-aO77UbM0Iie0UMahQOWoTQ
Juan Valera|Juanita la larga|https://drive.google.com/file/d/0B_yJXv2pEPBwaEJBVVptckhiWTQ/view?usp=drivesdk&resourcekey=0-tRu_V6gIVd3N0_89AeF8Ow
Juan Valera|Fecundidad De La Memoria|https://drive.google.com/file/d/0B_yJXv2pEPBwZDhPQVJWQ1JKN28/view?usp=drivesdk&resourcekey=0-TZ55Io354Z3-ikLzA-Mf5g
Juan Valera|Elisa La Malagueña|https://drive.google.com/file/d/0B_yJXv2pEPBwT3hJNEJwMG1MZzg/view?usp=drivesdk&resourcekey=0-3ZQL-h194NshJO9c1XuI8A
Juan Valera|El Ultimo Pecado|https://drive.google.com/file/d/0B_yJXv2pEPBwS0xPblUyUG16N1U/view?usp=drivesdk&resourcekey=0-JwH24oQSMlasT0jXlxURIw
Juan Valera|El Señor Nichtverstehen|https://drive.google.com/file/d/0B_yJXv2pEPBwUGFWWGg0N2VtNlk/view?usp=drivesdk&resourcekey=0-bv6QkAVS0tnObmUjSw-6kQ
Juan Valera|El San Vicente Ferrer De Talla|https://drive.google.com/file/d/0B_yJXv2pEPBwS1hWLWpZUlZ5QWM/view?usp=drivesdk&resourcekey=0-VNFwAaR8Krl5YtfC50OnBA
Juan Valera|El Pescadorcito Urashima|https://drive.google.com/file/d/0B_yJXv2pEPBwNlc1R0c1TnNfemc/view?usp=drivesdk&resourcekey=0-yVvGRZ_iUQARR5arD1TwrA
Juan Valera|El Pajaro Verde|https://drive.google.com/file/d/0B_yJXv2pEPBwbHU0YURfRDM0XzQ/view?usp=drivesdk&resourcekey=0-7CE0Vf_gvHc122_iH3j_JA
Juan Valera|El Maestro Raimundico|https://drive.google.com/file/d/0B_yJXv2pEPBwRkg5dk83X2VCbTA/view?usp=drivesdk&resourcekey=0-abMhUdkeYyimD2EgIj0ieg
Juan Valera|El Hechicero|https://drive.google.com/file/d/0B_yJXv2pEPBwVVVPMXEwb01rdE0/view?usp=drivesdk&resourcekey=0-BQxZFbIusONXtGTWwhIP4g
Juan Valera|El Espejo De Matsuyama|https://drive.google.com/file/d/0B_yJXv2pEPBwN3l2aDFxODZ5Umc/view?usp=drivesdk&resourcekey=0-pFV6tS7hy-9g7413-Vj7_w
Juan Valera|El Duende Beso|https://drive.google.com/file/d/0B_yJXv2pEPBwYzhmeUlOaGRPNkE/view?usp=drivesdk&resourcekey=0-JumOW5iyzIf40xSRsJd1XQ
Juan Valera|El Doble Sacrificio|https://drive.google.com/file/d/0B_yJXv2pEPBwQnlaM0t1UzMzalE/view?usp=drivesdk&resourcekey=0-QVT3qtXQ1AgtBNFJnvM3gQ
Juan Valera|El Comendador Mendoza|https://drive.google.com/file/d/0B_yJXv2pEPBwS0UwYTd6dEotdlk/view?usp=drivesdk&resourcekey=0-K9cA2LLp9YXJGXAphh_k-Q
Juan Valera|El Cocinero Del Arzobispo|https://drive.google.com/file/d/0B_yJXv2pEPBwN1FoRXgxdXlHVFE/view?usp=drivesdk&resourcekey=0-3TnPQebf94MRzD8gewWG3A
Juan Valera|El Cautivo De Doña Mencia|https://drive.google.com/file/d/0B_yJXv2pEPBwaXFFUHJXX2NRRzQ/view?usp=drivesdk&resourcekey=0-KbZpIXKQOtUbxe3Z-s5P8g
Juan Valera|El Caballero Del Azor|https://drive.google.com/file/d/0B_yJXv2pEPBwTFY5RjE1MVpTZzQ/view?usp=drivesdk&resourcekey=0-wElIWNCUh7eVn7vdTGYLVQ
Juan Valera|El Bermejino Prehistorico|https://drive.google.com/file/d/0B_yJXv2pEPBwaTdoUTM1V0NJNTA/view?usp=drivesdk&resourcekey=0-2OBwRaYG9OhYqwWxTgWNzw
Juan Valera|Don Lorenzo Tostado|https://drive.google.com/file/d/0B_yJXv2pEPBwVlcwLVFBUkh4WWc/view?usp=drivesdk&resourcekey=0-mzKJm4X-3awNJLlmlzWS4w
Juan Valera|Discurso Del Tercer Centenario Del Quijote|https://drive.google.com/file/d/0B_yJXv2pEPBwTVEzU1cyRkpsd0E/view?usp=drivesdk&resourcekey=0-XCiT3K-Cm4kzNgF35jZ7qw
Juan Valera|Dafnis Y Cloe|https://drive.google.com/file/d/0B_yJXv2pEPBwck1BeTdMTlJXUTg/view?usp=drivesdk&resourcekey=0-_TkrquSaQDmk1GBwEBgSfA
Juan Valera|Cuentos|https://drive.google.com/file/d/0B_yJXv2pEPBwcnM1N1lMT2s3ZDg/view?usp=drivesdk&resourcekey=0-yMAOXLH0rTEcKRDu0shDiA
Juan Valera|Correspondencia|https://drive.google.com/file/d/0B_yJXv2pEPBwTUVTRko4WUFUZ2s/view?usp=drivesdk&resourcekey=0-zDJCYqC09U5x9nvMkb-xaQ
Juan Valera|A Quien Debe Darse Credito|https://drive.google.com/file/d/0B_yJXv2pEPBwcHJtZ3NEQ2xxMVU/view?usp=drivesdk&resourcekey=0-qraTYP3Wzeoq0cOzNr_FKw
Jorge Adoum|Yo Soy|https://drive.google.com/file/d/0B_yJXv2pEPBwX0YtdmR4YUFsa1U/view?usp=drivesdk&resourcekey=0-Fy0Hs21BUZojNFqxhL28JQ
Jorge Adoum|Poderes|https://drive.google.com/file/d/0B_yJXv2pEPBwTmtPM2F4QzRTeXc/view?usp=drivesdk&resourcekey=0-YEhPbskfXgPxqVXZ2k3v9Q
Jorge Adoum|La Magia Del verbo|https://drive.google.com/file/d/0B_yJXv2pEPBwRUtyQjFNdXNNN1E/view?usp=drivesdk&resourcekey=0-cv72YzwXnAmWoo9vFWD0QQ
Jorge Adoum|Adonay|https://drive.google.com/file/d/0B_yJXv2pEPBwNVZMUTFhSlZ6MFE/view?usp=drivesdk&resourcekey=0-HCBHN4BA1jAcM-eKBKRjRw
Francisco Varela|Etica Y Accion|https://drive.google.com/file/d/0B_yJXv2pEPBwZjBONmViZU9nYXM/view?usp=drivesdk&resourcekey=0-UnouoAwFrJpajBwgJGKVcw
Francisco Vera|20 Matematicos Celebres|https://drive.google.com/file/d/0B_yJXv2pEPBwMzdIVW9SNzFicWs/view?usp=drivesdk&resourcekey=0-fdjoPpDCmQrtFxqjkAdiEg
J. M. Valverde Pacheco|La epica medieval|https://drive.google.com/file/d/0B_yJXv2pEPBwa01mdDRTZnR0TUU/view?usp=drivesdk&resourcekey=0-JR6AD7k3n-teaUA4i7bkEg
Amir Valle|Habana Babilonia|https://drive.google.com/file/d/0B_yJXv2pEPBwckRqeWZVUUZkNXc/view?usp=drivesdk&resourcekey=0-1cg0V4OqQQQOhsX6I8URqw
Juan Antonio Vallejo Nagera|Yo, El Rey|https://drive.google.com/file/d/0B_yJXv2pEPBwNHNvVkZtVGs2dFU/view?usp=drivesdk&resourcekey=0-nu9XghyPB8QvkuR10JYycw
Juan Antonio Vallejo Nagera|Vallejo Y Yo|https://drive.google.com/file/d/0B_yJXv2pEPBwaEZabFJyRDI3Zjg/view?usp=drivesdk&resourcekey=0-p9YNbVgb7speZ9ZVZ2JYIg
